  1	62.1517	75.4400
  2	47.6078	71.4640
  3	51.5838	70.6269
  4	46.9800	68.1157
  5	36.2028	65.7092
  6	49.1773	64.7675
  7	57.4432	64.7675
  8	47.1892	63.4073
  9	59.4312	61.6285
 10	40.7020	59.6405
 11	42.4808	60.2683
 12	61.8378	57.4432
 13	57.2340	56.9201
 14	56.5015	54.5135
 15	62.7795	52.7348
 16	50.5375	53.3626
 17	51.7931	53.3626
 18	46.0383	52.0023
 19	47.6078	52.3162
 20	32.8546	54.5135
 21	44.6781	48.6541
 22	52.7348	46.0383
 23	43.8410	45.0966
 24	44.0503	43.5271
 25	46.0383	43.9456
 26	45.0966	42.6900
 27	43.5271	41.1206
 28	46.0383	41.5391
 29	54.5135	39.9696
 30	29.0878	44.8873
 31	30.1341	43.1086
 32	29.7156	39.9696
 33	34.6333	40.3881
 34	30.1341	38.4001
 35	33.7963	31.4944
 36	36.4121	27.7276
 37	48.2356	35.7843
 38	50.0143	34.6333
 39	52.3162	34.6333
 40	54.0950	34.6333
 41	55.4552	36.2028
 42	46.4568	30.1341
 43	43.1086	26.5766
 44	42.0622	24.1701
 45	45.6198	24.5886
 46	44.4688	23.4377
 47	46.2475	22.1821
 48	54.7228	15.9041
 49	69.8945	21.0311
 50	76.8002	 7.2196
 51	68.8482	 8.4752
 52	58.8034	 0.0000
 53	50.5375	 1.7788
 54	39.7603	12.5559
 55	 9.8355	63.4073
 56	 3.8714	57.6525
 57	13.7069	56.5015
 58	22.8099	54.3042
 59	19.4616	47.2939
 60	20.8219	37.2492
 61	 0.0000	38.9233
 62	 3.5575	30.8666
 63	 6.2779	30.5527
 64	 3.1390	29.0878
 65	 5.6502	28.7739
 66	 3.1390	23.8562
 67	15.9041	25.7396
 68	16.5319	23.0191
 69	25.7396	25.9488
 70	29.0878	23.0191
 71	31.9129	29.9249
 72	20.2987	44.2595
 73	77.3234	16.7412
 74	50.3282	19.8802
